Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
"111,528,377,844,985.00 ",Better Capitalism,Partnering LLC,≤100,10
"369,223,293,160,562.00 ",The Financial Guys,The Financial Guys,≤100,1
"104,017,614,686,655.00 ",Mayor Helmin J. Caba,Helmin J. Caba,≤100,1
"104,958,680,929,881.00 ",JB Hamby - IID Director Division 2,JB Hamby IID Director Division 2,≤100,1
"136,819,107,036,093.00 ",Cash Oasis,Patrick Alan Hanas,≤100,1
"378,147,878,867,388.00 ",Madison Public Schools Foundation,Madison Public Schools Foundation,≤100,1
"100,388,289,219,720.00 ",Passions for our Tortured Planet,Brian Thomas Field,≤100,1
"405,781,729,459,233.00 ",Billy Jones,Friends of Billy Jones,≤100,2
"257,303,134,314,653.00 ",YWCA Duluth,YOUNG WOMEN'S CHRISTIAN ASSOCIATION,≤100,1
"105,275,168,964,884.00 ",Professor John Uy for Del Rey Oaks City Council 2022,Professor John Uy for City Council 2022,≤100,1
"73,970,658,023.00 ",International Rescue Committee,International Rescue Committee,≤100,1
"1,864,553,013,813,800.00 ",Wisconsinloancenters,Patrick Alan Hanas,≤100,1
"103,846,952,406,276.00 ",Tim Thompson for Seneca County Sheriff,Timethy J Thompson J,≤100,1
"562,951,500,544,269.00 ",Go Finger Lakes,FINGER LAKES LAND TRUST INC,≤100,1
"260,434,248,086,474.00 ",Heather Cloud,"Heather Cloud For Louisiana, LLC",≤100,1
"38,236,386,996.00 ",LSU Press,LSU Press,≤100,5
"236,682,687,005,525.00 ",Inola church of Christ,Billy Mac Keele,≤100,2
"101,067,635,640,706.00 ",Waytruthlifelove,Jonathan Nelson,≤100,1
"105,070,721,414,261.00 ",People First Economy,People First Economy for Arizona,≤100,6
"101,672,197,956,607.00 ",Arthur A Laughlin Candidate District 11 St Tammany Parish Council,OverDrive Digital Marketing,≤100,1
"704,907,916,216,552.00 ",Fox Cities Advocates for Public Education,Fox Cities Advocates for Public Education,≤100,1
"751,483,325,024,217.00 ",Machaela Cavanaugh for Legislature,Machaela Cavanaugh for Legislature,≤100,1
"295,321,533,894,797.00 ",The Michelson 20MM Foundation,"Michelson 20MM Foundation, Inc.",≤100,6
"711,478,725,532,801.00 ",Civiqs,Civiqs,≤100,2
"138,579,256,190,938.00 ",Tangipahoa Parish School System,TANGIPAHOA PARISH SCHOOL SYSTEM,≤100,1
"112,049,045,482,456.00 ",Mobile Chamber,MOBILE AREA CHAMBER OF COMMERCE,≤100,1
"303,946,556,382,381.00 ",Dr. Debbie Almontaser,Debbie Almontaser,≤100,1
"1,605,970,202,751,500.00 ","Enfield Congregational, United Church of Christ",Thomas Gregory Thomas Gregory,≤100,2
"353,684,629,005,819.00 ",Stop False Police Reporting,Wing Ming Infante,≤100,1
"398,128,130,745,195.00 ",Atash,These ads ran without a disclaimer,≤100,1
"999,015,486,922,043.00 ",Elvin Villalobos,Elect Elvin Villalobos,≤100,1
"334,948,653,188,197.00 ",Mazzoni Valvano Szewczyk & Karam,Mazzoni Karam Petorak & Valvano,≤100,1
"108,668,821,537,746.00 ",Ian For Hoboken,Ian For Hoboken,≤100,1
"103,965,698,932,755.00 ",Grant Hauschild for MN State Senate,Grant Hauschild for MN State Senate Committee,≤100,1
"114,772,634,447,050.00 ",Douglas Nobles for Judge,Nobles for Judge,≤100,1
"100,588,181,565,071.00 ",Stephanie Vigil for Colorado House,Committee to Elect Stephanie Vigil,≤100,1
"117,214,891,638,398.00 ",Street Grace,Street Grace Inc,≤100,1
"151,831,768,195,685.00 ",Santa Cruz County Friends of the Rail & Trail (FORT),Santa Cruz County Friends of the Rail and Trail,≤100,3
"316,014,875,258,643.00 ",Green Amendments For The Generations,Green Amendments For The Generations,≤100,1
"104,779,145,205,398.00 ",DeKalb County Alabama Progressives,Willard Lawrence Mcmunn,≤100,2
"57,004,315,683.00 ",Trees That Feed Foundation,TREES THAT FEED FOUNDATION,≤100,1
"97,332,209,201.00 ",REDF,REDF,≤100,4
"222,136,637,797,397.00 ",Erie County Democratic Party,Erie County Democratic Party,≤100,1
"116,326,246,895,799.00 ",Marjorie Mohler,Marjorie Ann Mohler,≤100,1
"106,880,304,225,120.00 ",Adulting 101,Real Voices Media,≤100,3
"101,204,378,825,808.00 ",Fight the Right,FIGHT THE RIGHT PAC,≤100,6
"115,518,893,453,702.00 ",BrightAction,Climate Solutions Net,≤100,1
"640,787,769,430,251.00 ","Vote for Brian Echevarria - NC House, District 73",Committee to Elect Brian Echevarria,≤100,1
"103,929,304,678,916.00 ",Voter Action Project,Integrity First Voter Action Project,≤100,5
"104,632,415,286,065.00 ",Megan Gardella for Jackson Board of Education,Megan E Gardella,≤100,1
"457,718,364,354,856.00 ",Ed Poteat,Edward C Poteat,≤100,1
"134,403,003,876,162.00 ",Nova Financial,Patrick Alan Hanas,≤100,1
"110,322,138,238,412.00 ",Back the Blue Line,Front Line Support Inc.,≤100,1
"520,067,531,819,728.00 ",The Saguaro,Real Voices Media,≤100,6
"105,911,137,978,626.00 ",Sawyer Smith for Stoddard County Prosecuting Attorney,Citizens for Sawyer Smith,≤100,2
"1,436,561,633,127,990.00 ",Thomas A. Matthews,Thomas Anthony Matthews,≤100,1
"338,218,229,911,752.00 ",Integrity First PAC,INTEGRITY FIRST PAC,≤100,6
"112,205,347,349,163.00 ",Campaign Sign Recycling,Nicole Davis Desormeaux,≤100,1
"133,008,956,742,759.00 ",Lara DeLaney for Martinez Mayor,DeLaney for Martinez Mayor 2022,≤100,1
"575,599,265,894,918.00 ",Bo Duhé District Attorney,Bo Duhé Campaign,≤100,2
"104,412,258,055,477.00 ",Women Over Fifty AZ,Real Voices Media,≤100,5
"89,061,102,607.00 ",Plastic Cars,These ads ran without a disclaimer,≤100,1
"102,531,975,130,794.00 ",Senator Genevieve Whitaker,Genevieve Whitaker,≤100,1
"109,279,901,916,093.00 ",Frank Chiella - Candidate for MB City Council,Friends of Frank Chiella for City Council,≤100,1
"2,259,323,457,517,490.00 ",Abolish the Electoral College,ABOLISH THE ELECTORAL COLLEGE,≤100,6
"106,033,855,442,625.00 ",Coalition to End Tobacco Targeting,Coalition to End Tobacco Targeting,≤100,2
"488,740,674,837,681.00 ",198 Methods,198 methods,≤100,1
"109,817,488,361,613.00 ",Larry Ashlock for Circuit Judge,Committee to Elect Larry D Ashlock Circuit Judge,≤100,1
"320,950,088,843,411.00 ",Allegheny Immigration Group,Joseph P Murphy,≤100,1
"408,431,332,655,013.00 ",Weshoot,Mark S. Abady,≤100,2
"110,497,401,858,375.00 ",Paul Garcia for Avon Board of Selectmen,Paul Michael Garcia,≤100,1
"100,265,951,698,925.00 ",Options Medical Clinic,Options Medical Clinic,≤100,4
"139,835,646,030,666.00 ",Alliance for Aviation Across America,Alliance for Aviation Across America,≤100,7
"266,883,156,742,897.00 ",Katrina Shankland for Assembly,Friends of Katrina Shankland,≤100,2
"100,427,345,058,411.00 ",Deliver Democracy,DELIVER DEMOCRACY,≤100,7
"133,993,717,298,422.00 ",Cashco,Patrick Alan Hanas,≤100,1
"1,398,084,963,762,430.00 ",Clila- Coalición De Líderes Latinos,Clila- Coalición De Líderes La,≤100,3
"282,404,394,803.00 ",DC Fiscal Policy Institute,DC Fiscal Policy Institute,≤100,4
"126,037,931,371,545.00 ",Law Offices of Jonathan K. Park & Associates,Law Offices of Jonathan K. Park & Associates,≤100,1
"485,754,644,838,324.00 ",Lane County Tribune,Lane County Tribune,≤100,3
"211,901,856,263,434.00 ",Conservatives for a Clean Energy Future,Paid for by Conservatives for a Clean Energy Future,≤100,1
"869,165,529,877,300.00 ",John Mark Windle - State Representative,Friends of John Mark Windle,≤100,1
"104,915,849,089,509.00 ",C3 Councilmember At Large - Craig Kim,Yong Gen Kim,≤100,1
"256,668,055,004,360.00 ",Modern Luxury,These ads ran without a disclaimer,≤100,2
"108,108,121,456,950.00 ",Blue States PAC,BLUE STATES PAC,≤100,6
"111,904,024,679,959.00 ",Bold Majority,BOLD MAJORITY PAC,≤100,11
"312,753,825,357.00 ",Children's Advocacy Center-Hope House,Children's Advocacy Center - Hope House,≤100,1
"286,597,537,859.00 ",Global Health Technologies Coalition,Global Health Technologies Coalition,≤100,2
"102,797,567,875,082.00 ",Erika Erickson Malinoski - Author,Erika Erickson Malinoski,≤100,1
"900,986,943,308,767.00 ","Richard Baker, D.Min, AIF",Richard Baker,≤100,1
"50,498,162,578.00 ",Legal Aid Justice Center,Legal Aid Justice Center,≤100,2
"100,364,578,945,162.00 ",Hablemos Claro - Noticias Locales,Hablemos Claro - Noticias Locales,≤100,1
"103,828,241,312,020.00 ",Sarasota County Democratic Jewish Caucus,Sarasota County Democratic Party Jewish Caucus,≤100,1
"106,508,762,214,246.00 ",LOCAL Control - Los Olivos Community Action for Local Control,LOCAL Control (Los Olivos Community Action for Local Control),≤100,2
"100,987,805,660,506.00 ",Home Saving Tips,These ads ran without a disclaimer,≤100,1
"112,525,447,904,828.00 ",Pittsburgh Racial Justice Summit,MANDY LORRAINE KIVOWITZ-DELFAVER,≤100,2
"1,406,149,713,044,970.00 ",Intellectual Judaism,Intellectual Judaism,≤100,1
"1,911,329,125,845,810.00 ",Everett Roy for City Council District 1,Everett Albert Roy,≤100,1
"117,401,450,950,408.00 ",Councilwoman Emily Root,Root for Westfield,≤100,1
"102,246,965,962,562.00 ",Warrior 40K,These ads ran without a disclaimer,≤100,1
"112,101,477,150,150.00 ",Chris Sander for State Representative,Sander for Missouri,≤100,1
"199,010,435,394.00 ",Turtle Island Restoration Network,Turtle Island Restoration Network,≤100,14
"271,467,966,236,142.00 ",The Committee to Elect Linda Pritchett,The Committee to Elect Linda Pritchett,≤100,1
"30,279,992,077.00 ",Downtown Lee's Summit,"DOWNTOWN LEE'S SUMMIT MAIN STREET, INC.",≤100,1
"749,147,398,624,403.00 ",Cliff Notes by Mike Clifford,Cliff Notes by Mike Clifford,≤100,2
"132,705,266,805,566.00 ",PINKO,These ads ran without a disclaimer,≤100,1
"111,453,151,592,849.00 ",Permanent Majority,PERMANENT MAJORITY,≤100,1
"287,011,828,006,562.00 ",Nashville Tea Party,Nashville Tea Party,≤100,2
"128,595,617,222,254.00 ",Arcus Foundation - Great Ape Conservation,ARCUS FOUNDATION,≤100,2
"298,251,722,899.00 ",Lakeshore Employee Benefits,"The Lead Agency, LLC Lakeshore Employee Benefits",≤100,3
"19,036,504,767.00 ",Center for Victims of Torture,"CENTER FOR VICTIMS OF TORTURE, THE",≤100,1
"86,291,314,654.00 ",YWCA Metropolitan Phoenix,ARIZONA YWCA METROPOLITAN PHOENIX,≤100,1
"26,015,295,217.00 ",River Alliance of Wisconsin,River Alliance of Wiscosnin,≤100,1
"108,372,618,612,821.00 ",Rough Maps Culture,These ads ran without a disclaimer,≤100,1
"130,050,797,075,084.00 ",Tampa Tiger Bay Club,Tampa Tiger Bay Club,≤100,1
"374,217,654,110.00 ",CASA of Southwest Missouri,COURT APPOINTED SPECIAL ADVOCATES OF SOUTHWEST MISSOURI,≤100,1
"147,416,252,031,261.00 ",Shavua Israeli - Newspaper,These ads ran without a disclaimer,≤100,2
"104,650,985,335,037.00 ",Perry Smith,Matthew Perry Smith,≤100,1
"230,180,824,062,538.00 ",Councilman Anand Shah,Anand U Shah,≤100,5
"633,469,933,820,382.00 ",Marina Martinez Seguros,Marina Martinez,≤100,4
"109,151,715,334,265.00 ",Recasty AI,These ads ran without a disclaimer,≤100,1
"107,162,541,028,558.00 ",Justice For The People PAC,Dear JCPS LLC,≤100,2
"2,338,482,686,438,140.00 ",Friends of SMART,Friends of SMART,≤100,2
"106,986,341,085,385.00 ",MLE Of The Maury Seldin LLC,MLE Of The Maury Seldin LLC,≤100,1
"503,699,929,651,019.00 ",Washington Times Opinion,Washington Times,≤100,1
"126,305,280,752,104.00 ",Slavic Gospel Association,These ads ran without a disclaimer,≤100,2
"6,817,268,395.00 ",Campus Pride,CAMPUS PRIDE INC,≤100,1
"111,657,344,992,993.00 ",Final Five Voting NYC,New Yorkers for Competitive Elections,≤100,1
"103,948,701,221,001.00 ",Pro-Life Flag Project,Pro-Life Flag Project,≤100,19
"1,406,745,916,238,160.00 ",NAAMAT INTERNATIONAL,These ads ran without a disclaimer,≤100,2
"115,085,569,903,423.00 ",City of Emmetsburg,These ads ran without a disclaimer,≤100,1
"101,111,655,405,022.00 ",The Rationist,Timothy Robert Ferguson,≤100,3
"371,799,640,309,471.00 ",Wellkind,"WellKind, LLC",≤100,1
"167,020,301,908.00 ",Drug Free America Foundation,"DRUG FREE AMERICA FOUNDATION, INC.",≤100,1
"2,038,477,456,439,430.00 ",Veterans for Responsible Leadership,Veterans For Responsible Leadership,≤100,2
"224,752,740,869,720.00 ",NM State Rep Joshua Hernandez - District 60,The Committee to Elect Joshua Hernandez,≤100,1
"105,632,046,170,752.00 ",East Jordan Family Health Center,EAST JORDAN FAMILY HEALTH CENTER,≤100,2
"172,014,073,401,424.00 ",Bruce White for State Representative,Representative Bruce White,≤100,1
"772,624,976,214,511.00 ",Florida Record,The Record,≤100,4
"100,187,822,111,272.00 ",Our Funny Little Site Online,These ads ran without a disclaimer,≤100,2
"101,802,802,449,040.00 ",The Old Line Project,Old Line Project,≤100,1
"110,371,450,500,712.00 ",Stacy Garrity for Pennsylvania,Garrity For PA,≤100,5
"102,912,981,872,518.00 ",Chad Monceaux for Mayor,Derrick Keith Trahan,≤100,1
"262,164,587,131,475.00 ",Free martial arts material for your own local school teachers to use,Ryan Gilbert,≤100,2
"321,940,255,913,933.00 ",Our Funny Little Site Way,These ads ran without a disclaimer,≤100,2
"109,068,551,731,974.00 ",Sillychillly,Marc Alan Goldstein,≤100,5
"112,912,573,793,125.00 ",Rise Up for Justice,Avrom L Altman,≤100,1
"238,028,940,384.00 ","FRYE LAW GROUP, LLC",Crisp,≤100,6
"213,880,015,298,601.00 ",Republican Party of Dane County,Republican Party of Dane County,≤100,1
"538,097,626,210,505.00 ",Alliance for Gun Responsibility,These ads ran without a disclaimer,≤100,1
"1,718,995,775,073,520.00 ",Miracles at Main & Market Street,Brooklyn Moore,≤100,1
"273,559,687,814,125.00 ",Lauren McNally for Ohio,Lauren McNally For Ohio,≤100,2
"100,527,858,304,852.00 ",Jonathan Wichmann for Wisconsin,Jonathan Wichmann For Wisconsin Governor,≤100,1
"122,401,195,146,002.00 ",Jerome T Evans,Evans for Minnesota,≤100,1
"206,842,149,343,702.00 ",The Alliance for Middle East Peace (ALLMEP),Nicholas Ernesto Acosta,≤100,1
"86,113,944,974.00 ",Brooklyn Community Pride Center,Brooklyn Community Pride Center,≤100,1
"436,287,566,440,567.00 ",Delegate Dave LaRock,Dave LaRock for Delegate,≤100,1
"121,710,673,644.00 ",Business Fleet,These ads ran without a disclaimer,≤100,1
"113,417,134,335,063.00 ",The Radical Independent,Christopher William Jerome,≤100,1
"525,242,127,682,576.00 ",Jan Schneider,FRIENDS OF JAN SCHNEIDER,≤100,1
"104,676,721,682,407.00 ",FirstCarolinaCare,These ads ran without a disclaimer,≤100,1
"114,775,398,550,878.00 ",AARP Michigan,AARP,≤100,1
"133,012,286,771,509.00 ",Alaska Family Action,Alaska Family Action,≤100,2
"109,374,912,424,067.00 ",Drew McKissick,DrewMcKissick.com,≤100,6
"1,499,911,393,420,820.00 ",Welcoming Cumberland Presbyterians,Michael Allen Leslie,≤100,2
"104,500,097,856,057.00 ","SunGaze Solar, LLC","SunGaze Solar, L.L.C.",≤100,4
"30,139,072,158.00 ",CARE,These ads ran without a disclaimer,≤100,2
"266,003,946,905,686.00 ",Salmon Beyond Borders,SalmonState,≤100,1
"105,895,928,965,155.00 ",imchefgucci,These ads ran without a disclaimer,≤100,1
"334,953,033,857,924.00 ",Telescope Health,Telescope Health,≤100,3
"246,770,166,935.00 ",Alaska Policy Forum,Alaska Policy Forum Inc.,≤100,2
"10,145,842,306.00 ",The James Madison Institute,James Madison Institute,≤100,8
"106,461,668,615,930.00 ",Wonder River,These ads ran without a disclaimer,≤100,1
"141,770,685,913,586.00 ",NORC at the University of Chicago,These ads ran without a disclaimer,≤100,1
"100,405,956,709,980.00 ",Concerned Citizens for Nuclear Safety (CCNS),CONCERNED CITIZENS FOR NUCLEAR SAFETY,≤100,1
"401,240,226,922,554.00 ",VoLo Foundation,These ads ran without a disclaimer,≤100,1
"205,698,873,305,873.00 ",Kelly Marsh-Taitano for Senator,Kelly G Marsh,≤100,1
"109,694,697,539,764.00 ",Aeroclass,These ads ran without a disclaimer,≤100,2
"165,119,233,499,404.00 ","City of Pueblo, Colorado - City Government","PUEBLO, CITY OF",≤100,1
"100,230,599,458,504.00 ",Biosolids Digester Facilities Project,Biosolids Digester Facilities Project,≤100,1
"352,529,216,413.00 ",Institute for Social Policy and Understanding - ISPU,INSTITUTE FOR SOCIAL POLICY AND UNDERSTANDING (ISPU),≤100,1
"284,459,508,239,276.00 ",A Wider Bridge,These ads ran without a disclaimer,≤100,1
"825,571,424,125,386.00 ",Lighthouse For Life,Lighthouse for Life,≤100,1
"1,538,123,179,774,280.00 ",Travis Leiker for Denver,Travis Leiker for Denver,≤100,1
"1,571,453,109,770,170.00 ",Reclaim The American Dream,Reclaim The American Dream,≤100,1
"185,228,441,507,746.00 ",Historical Society of the NY Courts,NY Courts Historical Society,≤100,2
"102,201,226,027,092.00 ",Save the West Seneca Town Pool,Courtney Frances Fallon,≤100,1
"101,672,329,381,420.00 ",Northeast Wisconsin Patriots,Diane Carol Bast,≤100,2
"592,709,147,899,703.00 ",Councilman Michael Berlucchi,Friends of Michael Berlucchi,≤100,1
"291,455,665,059,126.00 ",Guardian Glass North America,These ads ran without a disclaimer,≤100,1
"101,590,515,302,106.00 ",Our Funny Little Site Community,These ads ran without a disclaimer,≤100,1
"106,331,875,352,807.00 ","Pete Radosevich for MN Representative, District 11A",Peter Radosevich for House District 11A,≤100,1
"110,340,331,742,946.00 ",Lola M Adeyemo,Pubvendo,≤100,10
"372,799,605,421.00 ",DeSmog,DeSmog,≤100,1
"1,370,427,629,741,240.00 ",Protect Michigan Kids from Abusive Spanking,Thomas William Christopher Johnson,≤100,1
"112,420,398,198,580.00 ",Amy S Fresh for District 4,Amy Marie Arletha Stiefel-Fresh,≤100,1
"55,355,903,644.00 ",Lynchburg Regional Business Alliance,Lynchburg Regional Business Alliance,≤100,1
"100,735,769,430,003.00 ","Santa Cruz for Real Library and Housing Solutions, NO on O","Santa Cruz For Real Library and Housing Solutions, NO on O",≤100,1
"164,448,327,591.00 ",Simmons & Schiavo LLP-Attorneys At Law,These ads ran without a disclaimer,≤100,1
"82,106,496,620.00 ",AARP New York,AARP,≤100,1
"1,471,192,629,573,860.00 ",Brian Livingston for Frisco,Robert Brian Livingston,≤100,1
"108,467,125,266,182.00 ",Missouri Right to Life Education Fund,Missouri Right to Life,≤100,3
"102,722,722,131,062.00 ",Mack Media,Brittni Myett Johnson,≤100,1
"429,851,780,486,352.00 ",Old Astoria Neighborhood Association,OLD ASTORIA NEIGHBORHOOD ASSOCIATION INC.,≤100,2
"340,000,075,813.00 ",Jewish Cleveland,JEWISH FEDERATION OF CLEVELAND,≤100,3
"146,428,732,129,327.00 ",The Nature Conservancy in Florida,NATURE CONSERVANCY,≤100,1
"376,939,579,104.00 ",American Heart Association - Indiana,American Heart Association,≤100,1
"245,236,922,206,217.00 ",Constable Christopher L. Bates,Christopher Lynn Bates,≤100,1
"105,502,959,483,490.00 ",Remember in November,Antonina Rosa Gagliano,≤100,2
"309,661,072,824,218.00 ",Republican Women of Forsyth County Georgia,Edward Dean Solly,≤100,1
"218,453,741,583,460.00 ",Rep. Ed Osienski,Delaware House Democratic Caucus,≤100,1
"1,457,897,071,088,440.00 ",Maine State Chamber of Commerce,Maine State Chamber of Commerce,≤100,1
"596,556,090,411,656.00 ",A2Indy,The Ann Arbor Independent,≤100,1
"123,323,833,895.00 ","Chris Johnson, writer & humorist",Kudzu Kid Press,≤100,1
"126,596,058,740,613.00 ",Water Climate Trust,These ads ran without a disclaimer,≤100,4
"101,437,601,951,447.00 ",The Georgia Virtue - Bulloch,The Georgia Virtue,≤100,1
"369,064,133,163,076.00 ",Llano Tea Party,These ads ran without a disclaimer,≤100,1
"104,002,425,114,640.00 ",Carbon Neutral Coalition,These ads ran without a disclaimer,≤100,1
"532,667,236,789,883.00 ",Shoebear Planet,Dennis I Waters,≤100,2
"79,683,428,354.00 ",Animals' Angels USA,ANIMALS ANGELS INCORPORATED,≤100,2
"118,635,175,464,489.00 ",uPolitics,"Uinterview, Inc.",≤100,2
"108,572,971,786,942.00 ",Gillespie and Law for Moorestown Council,Gillespie & Law for Moorestown Council,≤100,1
"107,557,461,030,547.00 ",The Permian Fuels America,The Permian Fuels America,≤100,1
"1,420,200,111,329,830.00 ",Alan C. Moore,Alan Christopher Moore,≤100,2
"1,616,206,801,792,870.00 ",Shondra Summers-Armstrong,Committee to Elect Shondra Summers-Armstrong,≤100,1
"654,612,471,636,567.00 ",Kadja Manuel For Trenton City Council,Friends of Kadja Manuel for Council,≤100,1
"1,723,600,681,224,310.00 ",Medicare Info,Medicare Info,≤100,1
"101,027,572,575,921.00 ",Ted Hanlon,Committee to Elect Ted Hanlon,≤100,4
"1,443,911,602,577,170.00 ",James Brown for City Council,Campaign Fund for James Brown,≤100,4
"614,650,831,944,234.00 ",Eastern Shore Coalition Against Domestic Violence,"EASTERN SHORE COALITION AGAINST DOMESTIC VIOLENCE, INCORPORATED",≤100,1
"741,039,376,021,709.00 ",Dr. Will Boyd for Alabama,WILL BOYD FOR SENATE,≤100,1
"102,900,452,387,612.00 ","Elect Blumenstock for Mayor, Lazarow & Nolde for Council","Elect Blumenstock, Lazarow and Nolde",≤100,2
"116,898,501,727.00 ",Southeast Alaska Conservation Council,SOUTHEAST ALASKA CONSERVATION COUNCIL,≤100,1
"110,852,814,068,990.00 ",Beaver County Marcellus Awareness Community - BCMAC,Beaver County Marcellus Awareness Community,≤100,1
"330,616,501,124,211.00 ",Drew Murray 4 PHL City Council At-Large,Friends of Drew Murray,≤100,1
"249,467,225,254,927.00 ",The Love > hate Project,LOVE GREATER THAN HATE PROJECT,≤100,1
"64,468,870,451.00 ",Premiere Speakers Bureau,Premiere Speakers Bureau,≤100,1
"108,143,565,283,667.00 ",Coastal Quest,COASTAL QUEST,≤100,1
"160,680,027,790,462.00 ",Time 2 Tell,Time 2 Tell,≤100,1
"1,099,696,533,401,820.00 ",Dalit Diva,These ads ran without a disclaimer,≤100,1
"531,368,367,387,817.00 ",Point Blank Political,"Point Blank Political, LLC",≤100,1
"100,111,192,867,047.00 ",La clé - Finance,These ads ran without a disclaimer,≤100,2
"10,524,033,745.00 ",Remote Area Medical - RAM,REMOTE AREA MEDICAL,≤100,1
"268,720,478,820.00 ",Pinal County Federal Credit Union,PINAL COUNTY FEDERAL CREDIT UNION,≤100,2
"263,925,727,303,787.00 ",Ewa Dzwierzynski for Narragansett Town Council,Friends of Ewa Dzwierzynski,≤100,1
"152,899,141,888.00 ",Loud American Roadhouse,Loud American Roadhouse,≤100,2
"103,231,075,731,287.00 ",CTA Worker Info,CTA Worker Info,≤100,1
"107,874,118,714,201.00 ",elevationsrtc,These ads ran without a disclaimer,≤100,1
"1,949,586,218,641,990.00 ",Jacqueline Jackie Báez for 36th Ward Alderperson,Friends of Jacqueline Baez,≤100,2
"103,723,838,612,095.00 ",A Weekend In,These ads ran without a disclaimer,≤100,9
"1,849,556,888,601,700.00 ",Nasty Women Writers,Theresa Carmen Dintino,≤100,1
"51,005,914,361.00 ",AARP North Dakota,These ads ran without a disclaimer,≤100,1
"1,522,379,728,063,820.00 ",Healthy World for All,RESOURCES LEGACY FUND,≤100,2
"138,434,734,461.00 ",CIIS Public Programs,CIIS Public Programs,≤100,1
"773,432,316,041,673.00 ",Calvary South Austin,Calvary South Austin,≤100,1
"105,617,524,548.00 ",Sketchworks Comedy,Brian Alexander Troxell,≤100,1
"1,888,806,214,722,910.00 ",Erie County Anti-Stigma Coalition,Erie County Anti-Stigma Coalition,≤100,1
"193,821,064,126,287.00 ",Hustle For Humanity,Hustle For Humanity,≤100,1
"272,917,344,070.00 ",Snap! Orlando,These ads ran without a disclaimer,≤100,1
"1,263,210,823,830,520.00 ",Wicomico Truth and Reconciliation Initiative,James Gayl Yamakawa,≤100,3
"293,884,600,987,101.00 ",NAACP Clearwater/Upper Pinellas County Branch,NAACP Clearwater Upper Pinellas County Branch,≤100,4
"316,747,825,721,349.00 ",Rollic,These ads ran without a disclaimer,≤100,1
"104,980,801,251,977.00 ",Morgan Elizabeth Cole for 30th Circuit Court Judge of Ingham County,Morgan Cole for 30th Circuit Court Judge,≤100,1
"66,237,904,047.00 ",Marine Fish Conservation Network,Marine Fish Conservation Network,≤100,2
"107,859,805,329,131.00 ",Heather Wills for 18th Ward Chicago,Neighbors for Heather Wills,≤100,1
"173,997,930,056,919.00 ",Judd Strom,Judd Larkin Strom,≤100,1
"125,937,197,447,634.00 ",ACTA - American Council of Trustees and Alumni,AMERICAN COUNCIL OF TRUSTEES AND ALUMNI,≤100,1
"505,082,913,012,317.00 ",Must Read Alaska,Must Read Alaska LLC,≤100,1
"156,201,827,729,615.00 ",Delaware House Democrats,Delaware House Democratic Caucus,≤100,1
"1,137,113,289,698,700.00 ",Dale Mabry,"Dale Mabry Enterprises, Inc.",≤100,1
"102,165,635,680,839.00 ",This Week in Toledo,Sean M Nestor,≤100,1
"169,493,453,062,632.00 ",Connecticut Fair Housing Center,"CONNECTICUT FAIR HOUSING CENTER, INC.",≤100,1
"174,031,032,346.00 ",MIT Center for International Studies,MIT Center for International Studies,≤100,1
"93,973,548,615.00 ",The Family Foundation,The Family Foundation,≤100,2
"105,205,969,009,575.00 ",BC Phillips for Oklahoma County Clerk,BC Phillips for Oklahoma County Clerk,≤100,2
"187,713,745,097,888.00 ",Save the Alamo,Save The Alamo Committee,≤100,2
"114,563,585,306,991.00 ",Talk 1260 KTRC,SANTAFE.COM,≤100,2
"106,890,898,609,500.00 ","Tiffany Nolan for St. Landry Parish School Board, Dist. 11",Tiffany Marie Nolan,≤100,1
"105,449,008,630,171.00 ",Kurtis For Indiana State Representative,Kurtis For Indiana,≤100,1
"108,443,695,861,322.00 ",The Austin Bulldog,KEN MARTIN,≤100,1
"1,010,608,238,949,300.00 ",PFLAG Oskaloosa,Chad Richard Farner,≤100,2
"626,360,157,451,628.00 ",Chef Javad Javadi,These ads ran without a disclaimer,≤100,1
"194,544,861,000,309.00 ",Nonpartisan Nebraska,Nonpartisan Nebraska Inc.,≤100,1
"112,724,267,111,180.00 ",Pepitas,Pepitas Vegan Cocina,≤100,4
"161,107,820,658,032.00 ",La Red Hispana,These ads ran without a disclaimer,≤100,1
"2,165,441,450,136,840.00 ","Issues with Mail Order Pharmacy, Corporate Retail Pharmacy, & PBMs",Unite For Safe Medications,≤100,2
"677,754,392,261,894.00 ",Our Nevada Judges,Our Nevada Judges,≤100,2
"98,828,483,195.00 ",Safe Horizon,These ads ran without a disclaimer,≤100,1
"107,745,051,538,338.00 ",A Little Laughter Everyday,These ads ran without a disclaimer,≤100,1
"104,161,315,829,096.00 ",misegurosaludnc,These ads ran without a disclaimer,≤100,1
"931,317,533,671,151.00 ",Mid Mitten Powered by Invenergy,Mid Mitten Powered by Invenergy,≤100,1
"103,987,104,840,382.00 ",Gonzaga Climate Center,"Gonzaga Center for Climate, Society, and the Environment",≤100,1
"208,371,683,037,269.00 ",NBCU Catalyst,These ads ran without a disclaimer,≤100,1
"1,792,966,030,729,640.00 ","Wild Project - Leadership, Organizing, & Action",Wisconsin Leadership Development Project,≤100,2
"381,578,445,243,960.00 ",Kristan Hawkins,"STUDENTS FOR LIFE OF AMERICA, INC.",≤100,1
